Date,Month,DayOfWeek,Day,Platform,Campaign_ID,Impressions,Clicks,Spend,Conversions,Revenue
2024-11-01,11,4,1,Google,Data Analytics Corse,3506.0,156.0,242.9,0.0,1208.0
2024-11-29,11,4,29,Google,Data Analytics Corse,3562.0,132.0,238.34,4.0,1033.0
2024-11-02,11,5,2,Google,Data Analytcis Course,0.0,178.0,203.6,3.0,1155.0
2024-11-26,11,1,26,Google,Data Analytcis Course,3953.0,153.0,237.56,6.0,1388.0
2024-11-26,11,1,26,Google,Data Analytics Corse,4891.0,187.0,223.99,8.0,1014.0
2024-11-13,11,2,13,Google,Data Analytics Corse,4976.0,155.0,183.21,5.0,1554.0
2024-11-07,11,3,7,Google,Data Analytics Corse,5781.0,90.0,200.71,5.0,0.0
2024-11-25,11,0,25,Google,Data Analytcis Course,3001.0,172.0,210.62,4.0,1192.0
2024-11-26,11,1,26,Google,Data Analytics Corse,5728.0,92.0,224.5,9.0,1876.0
2024-11-28,11,3,28,Google,Data Anlytics Corse,5103.0,162.0,188.15,9.0,1264.0
2024-11-19,11,1,19,Google,Data Analytics Corse,3131.0,193.0,198.1,5.0,1870.0
2024-11-02,11,5,2,Google,Data Analytcis Course,3547.0,0.0,238.34,5.0,1130.0
2024-11-07,11,3,7,Google,Data Analytcis Course,4070.0,185.0,200.95,5.0,1503.0
2024-11-14,11,3,14,Google,Data Analytcis Course,3350.0,117.0,243.68,5.0,1204.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,4976.0,123.0,244.49,4.0,1579.0
2024-11-07,11,3,7,Google,DataAnalyticsCourse,5612.0,181.0,203.66,3.0,0.0
2024-11-18,11,0,18,Google,Data Analytcis Course,4390.0,118.0,214.04,8.0,1071.0
2024-11-20,11,2,20,Google,Data Analytics Corse,3698.0,82.0,229.12,9.0,1246.0
2024-11-27,11,2,27,Google,Data Analytics Corse,4295.0,175.0,195.17,6.0,1939.0
2024-11-14,11,3,14,Google,Data Analytics Corse,3332.0,130.0,202.06,5.0,1184.0
2024-11-24,11,6,24,Google,Data Analytcis Course,4082.0,92.0,186.29,5.0,1046.0
2024-11-20,11,2,20,Google,Data Anlytics Corse,4464.0,159.0,204.86,3.0,1963.0
2024-11-21,11,3,21,Google,DataAnalyticsCourse,5263.0,193.0,240.5,6.0,1670.0
2024-11-14,11,3,14,Google,Data Anlytics Corse,4371.0,98.0,246.23,7.0,1114.0
2024-11-07,11,3,7,Google,Data Analytics Corse,3657.0,176.0,209.44,3.0,1171.0
2024-11-14,11,3,14,Google,Data Analytics Corse,5833.0,182.0,243.72,5.0,1206.0
2024-11-23,11,5,23,Google,Data Analytcis Course,3077.0,85.0,200.16,10.0,1876.0
2024-11-14,11,3,14,Google,Data Analytcis Course,3646.0,98.0,239.05,6.0,1586.0
2024-11-15,11,4,15,Google,Data Analytics Corse,3139.0,160.0,230.55,5.0,1449.0
2024-11-24,11,6,24,Google,Data Analytcis Course,4005.0,179.0,232.47,10.0,1553.0
2024-11-26,11,1,26,Google,Data Analytics Corse,4315.0,0.0,196.3,5.0,1364.0
2024-11-21,11,3,21,Google,DataAnalyticsCourse,3876.0,195.0,187.59,3.0,1828.0
2024-11-14,11,3,14,Google,DataAnalyticsCourse,3174.0,197.0,0.0,7.0,1527.0
2024-11-21,11,3,21,Google,Data Analytics Corse,5550.0,92.0,226.38,8.0,1322.0
2024-11-20,11,2,20,Google,DataAnalyticsCourse,3526.0,90.0,211.39,3.0,1395.0
2024-11-14,11,3,14,Google,Data Analytics Corse,3192.0,149.0,0.0,4.0,1708.0
2024-11-12,11,1,12,Google,DataAnalyticsCourse,4132.0,82.0,247.13,6.0,1091.0
2024-11-25,11,0,25,Google,Data Analytcis Course,5826.0,151.0,226.53,8.0,1511.0
2024-11-24,11,6,24,Google,Data Analytics Corse,5997.0,162.0,240.29,5.0,1144.0
2024-11-11,11,0,11,Google,Data Analytcis Course,4541.0,197.0,243.81,9.0,1701.0
2024-11-14,11,3,14,Google,Data Analytcis Course,4642.0,133.0,184.52,4.0,1074.0
2024-11-12,11,1,12,Google,Data Analytics Corse,5509.0,194.0,235.45,5.0,1025.0
2024-11-22,11,4,22,Google,Data Analytics Corse,3647.0,169.0,194.12,6.0,1697.0
2024-11-29,11,4,29,Google,DataAnalyticsCourse,5209.0,149.0,183.91,10.0,1799.0
2024-11-04,11,0,4,Google,Data Analytcis Course,5980.0,124.0,200.65,4.0,1768.0
2024-11-21,11,3,21,Google,DataAnalyticsCourse,5443.0,170.0,235.99,5.0,1314.0
2024-11-21,11,3,21,Google,DataAnalyticsCourse,5326.0,127.0,226.11,10.0,1040.0
2024-11-07,11,3,7,Google,Data Anlytics Corse,5565.0,114.0,210.04,4.0,1800.0
2024-11-04,11,0,4,Google,Data Anlytics Corse,3312.0,154.0,203.23,5.0,1977.0
2024-11-23,11,5,23,Google,Data Analytics Corse,4369.0,0.0,225.53,4.0,1241.0
2024-11-12,11,1,12,Google,Data Anlytics Corse,3570.0,126.0,214.78,9.0,1078.0
2024-11-21,11,3,21,Google,Data Analytcis Course,3883.0,0.0,225.89,5.0,1183.0
2024-11-18,11,0,18,Google,Data Anlytics Corse,5736.0,125.0,197.28,5.0,1265.0
2024-11-14,11,3,14,Google,Data Analytics Corse,5921.0,197.0,214.97,6.0,1975.0
2024-11-07,11,3,7,Google,Data Analytcis Course,3687.0,98.0,206.7,10.0,1640.0
2024-11-18,11,0,18,Google,Data Anlytics Corse,5334.0,164.0,203.91,6.0,1128.0
2024-11-29,11,4,29,Google,Data Anlytics Corse,4647.0,111.0,247.0,4.0,1601.0
2024-11-28,11,3,28,Google,Data Analytics Corse,3485.0,191.0,212.43,7.0,1813.0
2024-11-29,11,4,29,Google,Data Anlytics Corse,5720.0,149.0,211.54,5.0,1612.0
2024-11-11,11,0,11,Google,Data Anlytics Corse,3540.0,183.0,222.14,3.0,1248.0
2024-11-10,11,6,10,Google,Data Analytcis Course,4035.0,198.0,215.94,8.0,0.0
2024-11-06,11,2,6,Google,Data Analytcis Course,3024.0,170.0,234.76,10.0,1941.0
2024-11-22,11,4,22,Google,Data Anlytics Corse,4334.0,174.0,186.29,4.0,1457.0
2024-11-29,11,4,29,Google,Data Analytcis Course,4038.0,91.0,197.15,6.0,1000.0
2024-11-26,11,1,26,Google,Data Analytcis Course,4347.0,197.0,215.2,6.0,1204.0
2024-11-30,11,5,30,Google,Data Analytcis Course,5803.0,0.0,203.03,8.0,1397.0
2024-11-13,11,2,13,Google,Data Anlytics Corse,4182.0,152.0,233.45,5.0,1719.0
2024-11-18,11,0,18,Google,Data Analytcis Course,4809.0,189.0,225.32,10.0,1324.0
2024-11-11,11,0,11,Google,DataAnalyticsCourse,5640.0,0.0,210.51,8.0,1536.0
2024-11-05,11,1,5,Google,Data Analytcis Course,3401.0,159.0,222.71,3.0,1849.0
2024-11-14,11,3,14,Google,Data Analytcis Course,5561.0,175.0,231.96,8.0,1174.0
2024-11-26,11,1,26,Google,DataAnalyticsCourse,5720.0,175.0,243.8,6.0,0.0
2024-11-09,11,5,9,Google,Data Analytcis Course,4898.0,82.0,215.11,8.0,1776.0
2024-11-22,11,4,22,Google,Data Analytcis Course,5871.0,146.0,218.69,4.0,0.0
2024-11-27,11,2,27,Google,Data Anlytics Corse,5954.0,85.0,201.88,6.0,1526.0
2024-11-02,11,5,2,Google,Data Anlytics Corse,3487.0,128.0,236.19,6.0,1961.0
2024-11-02,11,5,2,Google,Data Analytics Corse,3808.0,153.0,189.61,8.0,1246.0
2024-11-02,11,5,2,Google,Data Analytcis Course,5720.0,192.0,243.11,9.0,1555.0
2024-11-01,11,4,1,Google,Data Analytcis Course,4721.0,148.0,189.48,8.0,1176.0
2024-11-26,11,1,26,Google,Data Analytics Corse,4768.0,153.0,214.39,5.0,1837.0
2024-11-24,11,6,24,Google,Data Anlytics Corse,5494.0,0.0,187.68,8.0,1402.0
2024-11-26,11,1,26,Google,DataAnalyticsCourse,0.0,169.0,180.58,7.0,1661.0
2024-11-28,11,3,28,Google,Data Analytics Corse,5173.0,146.0,234.26,7.0,1089.0
2024-11-25,11,0,25,Google,DataAnalyticsCourse,4808.0,81.0,189.19,9.0,1759.0
2024-11-27,11,2,27,Google,Data Analytcis Course,0.0,185.0,234.72,6.0,1508.0
2024-11-26,11,1,26,Google,Data Anlytics Corse,5319.0,90.0,208.19,7.0,1719.0
2024-11-17,11,6,17,Google,DataAnalyticsCourse,4532.0,155.0,203.44,8.0,1709.0
2024-11-09,11,5,9,Google,Data Analytcis Course,3458.0,125.0,180.49,3.0,1754.0
2024-11-13,11,2,13,Google,Data Analytics Corse,5432.0,151.0,204.76,9.0,0.0
2024-11-06,11,2,6,Google,Data Analytics Corse,3052.0,82.0,211.11,3.0,1917.0
2024-11-16,11,5,16,Google,Data Analytcis Course,5718.0,198.0,194.37,8.0,1118.0
2024-11-03,11,6,3,Google,Data Analytcis Course,4762.0,115.0,241.63,8.0,1555.0
2024-11-04,11,0,4,Google,Data Analytics Corse,4953.0,158.0,243.07,8.0,1955.0
2024-11-20,11,2,20,Google,DataAnalyticsCourse,3784.0,102.0,219.45,9.0,1967.0
2024-11-18,11,0,18,Google,Data Analytcis Course,0.0,93.0,192.81,7.0,1726.0
2024-11-01,11,4,1,Google,Data Analytics Corse,5860.0,198.0,185.25,9.0,1950.0
2024-11-14,11,3,14,Google,Data Analytics Corse,4169.0,174.0,189.36,8.0,1110.0
2024-11-14,11,3,14,Google,Data Anlytics Corse,5831.0,193.0,0.0,5.0,1265.0
2024-11-05,11,1,5,Google,Data Analytics Corse,5269.0,117.0,196.1,0.0,1096.0
2024-11-27,11,2,27,Google,Data Analytics Corse,5793.0,147.0,240.32,5.0,1645.0
2024-11-24,11,6,24,Google,Data Analytics Corse,3338.0,179.0,218.33,7.0,0.0
2024-11-29,11,4,29,Google,Data Anlytics Corse,4297.0,194.0,237.87,3.0,1739.0
2024-11-17,11,6,17,Google,Data Analytics Corse,3961.0,112.0,214.45,7.0,1594.0
2024-11-20,11,2,20,Google,DataAnalyticsCourse,5063.0,88.0,195.2,3.0,1460.0
2024-11-14,11,3,14,Google,Data Analytcis Course,5635.0,172.0,200.16,7.0,1727.0
2024-11-21,11,3,21,Google,Data Analytcis Course,4404.0,81.0,239.62,4.0,1814.0
2024-11-20,11,2,20,Google,DataAnalyticsCourse,4312.0,142.0,213.54,7.0,1666.0
2024-11-19,11,1,19,Google,Data Analytics Corse,3302.0,111.0,193.18,10.0,1783.0
2024-11-11,11,0,11,Google,Data Analytics Corse,3575.0,81.0,192.71,4.0,1158.0
2024-11-29,11,4,29,Google,Data Analytcis Course,5055.0,112.0,213.36,5.0,1959.0
2024-11-15,11,4,15,Google,Data Analytics Corse,5415.0,101.0,236.41,10.0,1832.0
2024-11-14,11,3,14,Google,Data Analytics Corse,3118.0,166.0,212.46,7.0,1813.0
2024-11-22,11,4,22,Google,DataAnalyticsCourse,5271.0,0.0,0.0,8.0,1629.0
2024-11-13,11,2,13,Google,Data Analytcis Course,0.0,148.0,214.26,8.0,1629.0
2024-11-23,11,5,23,Google,Data Analytcis Course,5250.0,126.0,239.73,4.0,1070.0
2024-11-12,11,1,12,Google,Data Anlytics Corse,4405.0,119.0,233.66,3.0,1407.0
2024-11-10,11,6,10,Google,Data Analytics Corse,5060.0,189.0,236.54,7.0,1877.0
2024-11-17,11,6,17,Google,DataAnalyticsCourse,3296.0,167.0,246.85,8.0,1723.0
2024-11-25,11,0,25,Google,Data Analytcis Course,3499.0,198.0,209.74,9.0,1893.0
2024-11-16,11,5,16,Google,DataAnalyticsCourse,3449.0,95.0,184.55,10.0,1601.0
2024-11-09,11,5,9,Google,DataAnalyticsCourse,3738.0,181.0,206.61,9.0,1868.0
2024-11-24,11,6,24,Google,Data Analytics Corse,4236.0,105.0,180.2,7.0,0.0
2024-11-20,11,2,20,Google,Data Analytics Corse,5751.0,178.0,205.34,10.0,1903.0
2024-11-02,11,5,2,Google,Data Analytcis Course,5050.0,127.0,184.77,9.0,1906.0
2024-11-19,11,1,19,Google,Data Anlytics Corse,4773.0,198.0,202.54,10.0,1082.0
2024-11-06,11,2,6,Google,Data Analytcis Course,5652.0,86.0,249.13,7.0,1981.0
2024-11-04,11,0,4,Google,Data Analytics Corse,5085.0,0.0,182.42,7.0,1109.0
2024-11-25,11,0,25,Google,DataAnalyticsCourse,5070.0,191.0,247.41,4.0,1266.0
2024-11-05,11,1,5,Google,Data Analytcis Course,5879.0,139.0,197.9,4.0,1476.0
2024-11-01,11,4,1,Google,Data Analytics Corse,3620.0,197.0,235.19,7.0,1740.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,4250.0,116.0,216.66,9.0,1877.0
2024-11-14,11,3,14,Google,DataAnalyticsCourse,4850.0,192.0,235.42,10.0,1124.0
2024-11-17,11,6,17,Google,Data Analytics Corse,3815.0,118.0,185.78,4.0,1093.0
2024-11-11,11,0,11,Google,Data Anlytics Corse,5741.0,172.0,198.44,4.0,1755.0
2024-11-23,11,5,23,Google,DataAnalyticsCourse,4272.0,174.0,240.77,7.0,1004.0
2024-11-23,11,5,23,Google,Data Analytics Corse,4974.0,175.0,182.22,5.0,1300.0
2024-11-23,11,5,23,Google,Data Analytcis Course,3215.0,0.0,191.22,7.0,1588.0
2024-11-06,11,2,6,Google,DataAnalyticsCourse,3723.0,0.0,201.32,8.0,0.0
2024-11-25,11,0,25,Google,Data Analytcis Course,4670.0,103.0,203.4,4.0,1562.0
2024-11-13,11,2,13,Google,Data Analytcis Course,4474.0,187.0,182.47,0.0,1768.0
2024-11-23,11,5,23,Google,Data Analytcis Course,3009.0,0.0,195.17,6.0,1083.0
2024-11-07,11,3,7,Google,Data Analytcis Course,3933.0,109.0,189.73,4.0,1700.0
2024-11-13,11,2,13,Google,Data Analytics Corse,4360.0,118.0,232.09,9.0,1252.0
2024-11-23,11,5,23,Google,DataAnalyticsCourse,5120.0,164.0,185.69,5.0,1597.0
2024-11-13,11,2,13,Google,DataAnalyticsCourse,3887.0,166.0,192.0,9.0,1890.0
2024-11-29,11,4,29,Google,Data Analytcis Course,3909.0,88.0,189.57,10.0,1750.0
2024-11-08,11,4,8,Google,DataAnalyticsCourse,3017.0,125.0,232.51,7.0,1510.0
2024-11-17,11,6,17,Google,DataAnalyticsCourse,5127.0,0.0,206.95,5.0,1902.0
2024-11-26,11,1,26,Google,Data Analytics Corse,3992.0,151.0,212.42,9.0,1890.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,3554.0,182.0,181.74,4.0,1933.0
2024-11-14,11,3,14,Google,Data Analytcis Course,4051.0,84.0,196.83,4.0,1094.0
2024-11-25,11,0,25,Google,Data Anlytics Corse,3541.0,127.0,239.47,10.0,1474.0
2024-11-05,11,1,5,Google,DataAnalyticsCourse,5878.0,104.0,228.79,3.0,1101.0
2024-11-25,11,0,25,Google,Data Analytics Corse,4611.0,161.0,228.34,7.0,1473.0
2024-11-16,11,5,16,Google,Data Analytics Corse,4764.0,141.0,187.72,4.0,1428.0
2024-11-07,11,3,7,Google,Data Analytcis Course,4603.0,186.0,191.84,9.0,1918.0
2024-11-18,11,0,18,Google,Data Analytics Corse,5003.0,0.0,195.4,7.0,1273.0
2024-11-07,11,3,7,Google,DataAnalyticsCourse,5212.0,124.0,190.83,6.0,1399.0
2024-11-27,11,2,27,Google,Data Anlytics Corse,5285.0,97.0,249.65,7.0,1411.0
2024-11-25,11,0,25,Google,Data Analytics Corse,3177.0,111.0,224.51,8.0,1946.0
2024-11-21,11,3,21,Google,Data Analytics Corse,5571.0,93.0,185.71,7.0,1630.0
2024-11-19,11,1,19,Google,DataAnalyticsCourse,3237.0,92.0,245.48,6.0,0.0
2024-11-20,11,2,20,Google,DataAnalyticsCourse,5314.0,138.0,198.39,10.0,1250.0
2024-11-13,11,2,13,Google,DataAnalyticsCourse,4452.0,129.0,196.06,9.0,1069.0
2024-11-17,11,6,17,Google,Data Analytcis Course,3920.0,183.0,235.79,7.0,1238.0
2024-11-18,11,0,18,Google,Data Analytics Corse,4603.0,154.0,214.0,3.0,1709.0
2024-11-18,11,0,18,Google,Data Analytcis Course,4938.0,95.0,204.5,6.0,1494.0
2024-11-13,11,2,13,Google,Data Anlytics Corse,5291.0,173.0,0.0,8.0,1557.0
2024-11-01,11,4,1,Google,Data Anlytics Corse,4072.0,112.0,211.56,10.0,1229.0
2024-11-26,11,1,26,Google,Data Analytics Corse,5953.0,170.0,186.11,8.0,1080.0
2024-11-14,11,3,14,Google,Data Analytics Corse,0.0,96.0,232.87,10.0,1162.0
2024-11-27,11,2,27,Google,Data Analytcis Course,3104.0,113.0,230.92,9.0,1422.0
2024-11-19,11,1,19,Google,Data Anlytics Corse,4882.0,145.0,217.25,3.0,1814.0
2024-11-19,11,1,19,Google,Data Anlytics Corse,3212.0,83.0,243.86,4.0,1612.0
2024-11-03,11,6,3,Google,Data Analytics Corse,4973.0,90.0,181.04,5.0,1039.0
2024-11-18,11,0,18,Google,Data Analytics Corse,5227.0,140.0,222.57,3.0,1527.0
2024-11-23,11,5,23,Google,Data Analytcis Course,5434.0,111.0,181.05,5.0,1627.0
2024-11-21,11,3,21,Google,Data Analytics Corse,3300.0,105.0,180.25,10.0,1640.0
2024-11-23,11,5,23,Google,DataAnalyticsCourse,4857.0,181.0,215.59,8.0,1883.0
2024-11-30,11,5,30,Google,Data Analytics Corse,4019.0,189.0,248.09,6.0,1378.0
2024-11-04,11,0,4,Google,Data Analytcis Course,5495.0,138.0,220.69,5.0,1624.0
2024-11-25,11,0,25,Google,Data Analytcis Course,5218.0,178.0,208.92,7.0,1714.0
2024-11-27,11,2,27,Google,Data Analytics Corse,5996.0,155.0,247.54,5.0,1883.0
2024-11-19,11,1,19,Google,Data Anlytics Corse,4932.0,168.0,198.95,7.0,1301.0
2024-11-25,11,0,25,Google,Data Analytcis Course,4498.0,152.0,233.81,6.0,1090.0
2024-11-21,11,3,21,Google,Data Anlytics Corse,4164.0,111.0,191.04,9.0,1687.0
2024-11-07,11,3,7,Google,Data Analytics Corse,4329.0,141.0,230.44,6.0,1610.0
2024-11-18,11,0,18,Google,DataAnalyticsCourse,5764.0,97.0,246.15,7.0,1345.0
2024-11-30,11,5,30,Google,Data Analytcis Course,5430.0,82.0,205.46,5.0,1435.0
2024-11-27,11,2,27,Google,Data Analytics Corse,5179.0,164.0,206.72,9.0,1213.0
2024-11-19,11,1,19,Google,Data Analytcis Course,5707.0,109.0,246.86,4.0,1980.0
2024-11-17,11,6,17,Google,Data Analytics Corse,3263.0,126.0,237.54,9.0,1364.0
2024-11-12,11,1,12,Google,Data Analytcis Course,5718.0,175.0,225.4,6.0,1001.0
2024-11-23,11,5,23,Google,Data Anlytics Corse,5075.0,96.0,221.28,3.0,1937.0
2024-11-08,11,4,8,Google,Data Anlytics Corse,4473.0,113.0,202.3,5.0,1049.0
2024-11-30,11,5,30,Google,DataAnalyticsCourse,3979.0,96.0,232.44,7.0,1140.0
2024-11-25,11,0,25,Google,Data Analytcis Course,5688.0,162.0,190.31,5.0,1556.0
2024-11-27,11,2,27,Google,Data Anlytics Corse,3546.0,125.0,234.02,10.0,1072.0
2024-11-01,11,4,1,Google,DataAnalyticsCourse,4188.0,89.0,206.71,4.0,1382.0
2024-11-30,11,5,30,Google,Data Anlytics Corse,4134.0,99.0,234.04,3.0,1683.0
2024-11-10,11,6,10,Google,Data Analytcis Course,4710.0,91.0,199.18,9.0,1431.0
2024-11-25,11,0,25,Google,Data Anlytics Corse,4654.0,141.0,192.19,6.0,1932.0
2024-11-10,11,6,10,Google,DataAnalyticsCourse,5509.0,110.0,245.38,8.0,1539.0
2024-11-10,11,6,10,Google,Data Analytcis Course,3091.0,96.0,187.57,0.0,1737.0
2024-11-13,11,2,13,Google,Data Analytcis Course,4653.0,85.0,196.73,6.0,1032.0
2024-11-20,11,2,20,Google,Data Analytics Corse,5389.0,151.0,227.07,10.0,1318.0
2024-11-20,11,2,20,Google,Data Analytics Corse,5290.0,139.0,208.43,4.0,1022.0
2024-11-23,11,5,23,Google,DataAnalyticsCourse,3060.0,120.0,197.96,8.0,1679.0
2024-11-28,11,3,28,Google,Data Analytcis Course,4444.0,109.0,219.46,9.0,1159.0
2024-11-22,11,4,22,Google,Data Analytics Corse,3509.0,145.0,181.11,10.0,1627.0
2024-11-10,11,6,10,Google,DataAnalyticsCourse,4675.0,151.0,183.02,7.0,1000.0
2024-11-03,11,6,3,Google,DataAnalyticsCourse,5869.0,108.0,226.93,7.0,1633.0
2024-11-05,11,1,5,Google,Data Analytcis Course,3992.0,166.0,205.9,8.0,1899.0
2024-11-18,11,0,18,Google,Data Anlytics Corse,4172.0,134.0,191.8,5.0,1170.0
2024-11-24,11,6,24,Google,DataAnalyticsCourse,5926.0,104.0,224.63,8.0,1239.0
2024-11-25,11,0,25,Google,Data Analytcis Course,5785.0,0.0,195.39,10.0,1296.0
2024-11-07,11,3,7,Google,Data Anlytics Corse,5664.0,160.0,210.58,9.0,1836.0
2024-11-15,11,4,15,Google,Data Anlytics Corse,5930.0,147.0,248.18,10.0,1743.0
2024-11-03,11,6,3,Google,Data Anlytics Corse,3656.0,196.0,240.44,6.0,1894.0
2024-11-09,11,5,9,Google,DataAnalyticsCourse,5078.0,159.0,182.57,8.0,1541.0
2024-11-27,11,2,27,Google,Data Analytcis Course,5257.0,104.0,220.44,7.0,1462.0
2024-11-25,11,0,25,Google,Data Anlytics Corse,5582.0,135.0,209.14,5.0,1912.0
2024-11-14,11,3,14,Google,Data Analytics Corse,3097.0,92.0,232.27,0.0,1905.0
2024-11-06,11,2,6,Google,Data Analytics Corse,3657.0,136.0,236.19,5.0,1425.0
2024-11-09,11,5,9,Google,Data Anlytics Corse,3198.0,135.0,227.48,6.0,1882.0
2024-11-02,11,5,2,Google,Data Analytcis Course,5017.0,91.0,239.34,5.0,0.0
2024-11-26,11,1,26,Google,DataAnalyticsCourse,5343.0,181.0,244.02,9.0,1639.0
2024-11-11,11,0,11,Google,Data Analytcis Course,4896.0,0.0,207.51,0.0,0.0
2024-11-20,11,2,20,Google,Data Analytcis Course,5756.0,80.0,205.38,4.0,1778.0
2024-11-23,11,5,23,Google,DataAnalyticsCourse,5696.0,155.0,236.44,3.0,1207.0
2024-11-08,11,4,8,Google,DataAnalyticsCourse,5683.0,114.0,214.42,8.0,1474.0
2024-11-30,11,5,30,Google,Data Anlytics Corse,4669.0,98.0,205.72,6.0,1767.0
2024-11-29,11,4,29,Google,Data Analytics Corse,3807.0,125.0,234.92,6.0,0.0
2024-11-26,11,1,26,Google,DataAnalyticsCourse,3163.0,160.0,238.95,8.0,1569.0
2024-11-15,11,4,15,Google,Data Analytics Corse,3732.0,175.0,231.25,10.0,1014.0
2024-11-15,11,4,15,Google,Data Analytcis Course,3860.0,123.0,224.63,8.0,1800.0
2024-11-23,11,5,23,Google,Data Anlytics Corse,3196.0,106.0,212.12,6.0,1314.0
2024-11-09,11,5,9,Google,DataAnalyticsCourse,3322.0,0.0,205.85,4.0,1031.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,5121.0,185.0,215.46,9.0,1724.0
2024-11-14,11,3,14,Google,Data Analytics Corse,5610.0,139.0,239.44,6.0,1548.0
2024-11-21,11,3,21,Google,Data Analytics Corse,3890.0,174.0,186.04,7.0,1793.0
2024-11-03,11,6,3,Google,Data Anlytics Corse,4671.0,157.0,248.17,7.0,1247.0
2024-11-03,11,6,3,Google,Data Analytics Corse,5438.0,160.0,197.5,6.0,1752.0
2024-11-17,11,6,17,Google,Data Analytics Corse,4726.0,198.0,185.13,0.0,1580.0
2024-11-27,11,2,27,Google,Data Analytics Corse,5301.0,144.0,195.83,3.0,1654.0
2024-11-20,11,2,20,Google,Data Analytics Corse,3722.0,187.0,182.43,7.0,1613.0
2024-11-04,11,0,4,Google,Data Anlytics Corse,3944.0,139.0,0.0,3.0,1863.0
2024-11-05,11,1,5,Google,DataAnalyticsCourse,5123.0,194.0,180.01,5.0,1978.0
2024-11-15,11,4,15,Google,DataAnalyticsCourse,4127.0,157.0,200.44,8.0,1044.0
2024-11-27,11,2,27,Google,Data Analytcis Course,4944.0,112.0,233.83,4.0,1296.0
2024-11-26,11,1,26,Google,Data Anlytics Corse,4534.0,82.0,203.89,6.0,1589.0
2024-11-13,11,2,13,Google,DataAnalyticsCourse,5894.0,152.0,219.23,5.0,1641.0
2024-11-15,11,4,15,Google,DataAnalyticsCourse,5545.0,81.0,212.89,5.0,1818.0
2024-11-12,11,1,12,Google,DataAnalyticsCourse,5573.0,84.0,0.0,6.0,1656.0
2024-11-14,11,3,14,Google,DataAnalyticsCourse,3039.0,117.0,223.72,8.0,1340.0
2024-11-17,11,6,17,Google,Data Anlytics Corse,3556.0,82.0,0.0,5.0,1331.0
2024-11-09,11,5,9,Google,Data Analytcis Course,4920.0,192.0,192.15,10.0,1665.0
2024-11-07,11,3,7,Google,DataAnalyticsCourse,3187.0,131.0,234.53,10.0,1656.0
2024-11-27,11,2,27,Google,DataAnalyticsCourse,3238.0,177.0,189.61,7.0,1925.0
2024-11-24,11,6,24,Google,Data Analytics Corse,0.0,0.0,182.66,10.0,1482.0
2024-11-05,11,1,5,Google,DataAnalyticsCourse,4507.0,147.0,190.42,8.0,1073.0
2024-11-20,11,2,20,Google,DataAnalyticsCourse,3606.0,143.0,200.29,3.0,1550.0
2024-11-10,11,6,10,Google,Data Analytcis Course,3355.0,0.0,186.9,4.0,1524.0
2024-11-07,11,3,7,Google,DataAnalyticsCourse,3711.0,160.0,214.41,6.0,1550.0
2024-11-12,11,1,12,Google,Data Analytcis Course,4841.0,172.0,234.94,8.0,1258.0
2024-11-30,11,5,30,Google,Data Anlytics Corse,5411.0,95.0,182.58,4.0,1111.0
2024-11-19,11,1,19,Google,Data Analytcis Course,3520.0,111.0,237.4,3.0,1395.0
2024-11-16,11,5,16,Google,DataAnalyticsCourse,3460.0,171.0,184.14,9.0,1565.0
2024-11-24,11,6,24,Google,Data Anlytics Corse,5875.0,145.0,221.0,7.0,1230.0
2024-11-21,11,3,21,Google,Data Analytics Corse,3404.0,118.0,183.15,7.0,1489.0
2024-11-05,11,1,5,Google,Data Anlytics Corse,3567.0,171.0,233.32,4.0,1271.0
2024-11-19,11,1,19,Google,Data Analytcis Course,3628.0,108.0,185.68,8.0,1682.0
2024-11-20,11,2,20,Google,Data Analytcis Course,4994.0,100.0,206.32,7.0,1673.0
2024-11-15,11,4,15,Google,DataAnalyticsCourse,5758.0,138.0,193.53,4.0,1902.0
2024-11-10,11,6,10,Google,DataAnalyticsCourse,3382.0,88.0,198.62,9.0,1599.0
2024-11-29,11,4,29,Google,Data Analytics Corse,3652.0,125.0,186.61,10.0,1017.0
2024-11-19,11,1,19,Google,DataAnalyticsCourse,4120.0,169.0,215.75,5.0,1362.0
2024-11-06,11,2,6,Google,Data Anlytics Corse,3142.0,169.0,236.79,7.0,0.0
2024-11-11,11,0,11,Google,DataAnalyticsCourse,5726.0,149.0,235.72,7.0,1902.0
2024-11-18,11,0,18,Google,Data Analytics Corse,5938.0,99.0,183.49,3.0,1487.0
2024-11-11,11,0,11,Google,Data Anlytics Corse,3567.0,177.0,214.71,5.0,1001.0
2024-11-15,11,4,15,Google,Data Analytcis Course,3215.0,189.0,224.53,0.0,1309.0
2024-11-09,11,5,9,Google,Data Analytcis Course,5094.0,94.0,0.0,3.0,1974.0
2024-11-18,11,0,18,Google,Data Analytics Corse,3337.0,191.0,231.0,6.0,1424.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,4359.0,83.0,227.14,10.0,0.0
2024-11-23,11,5,23,Google,Data Analytics Corse,4813.0,148.0,212.78,0.0,1833.0
2024-11-27,11,2,27,Google,Data Anlytics Corse,4300.0,125.0,221.37,10.0,1066.0
